entry_time,entry_price,trade_type,stop_loss_price,target_price,amount_risked,exit_time,exit_price,exit_reason,pl,dollar_pl,percent_pl,win_or_loss,position_size
2023-03-13 11:30:00-04:00,174.8,Long,174.25456660500058,176.4363001849982708790776087,-2.048285527049191114288583286E+37,2023-03-13 11:35:00-04:00,175.3454333949994236263592029,Other,0.5454333949994236263592028990,-2.048285527049191114288583290E+37,100.0000000000000000000000002,Loss,-3.755335749200606961051157399E+37
2023-03-14 11:05:00-04:00,180.725,Short,181.13465994987675,179.4960201503697533098602435,-6.254083224150462227928366877E+35,2023-03-14 11:10:00-04:00,180.3153400501232511032867478,Other,0.4096599498767488967132522,-6.254083224150462227928367193E+35,100.0000000000000000000000051,Win,-1.526652343250073160516928838E+36
2023-03-14 11:45:00-04:00,181.44,Long,181.13465994987675,182.3560201503697533098602435,-2.134075060217834075917127489E+38,2023-03-14 11:50:00-04:00,181.7453400501232511032867478,Other,0.3053400501232511032867478207,-2.134075060217834075917127344E+38,99.99999999999999999999999321,Loss,-6.989175050427909931526100994E+38
2023-03-22 10:00:00-04:00,198.25,Long,197.58658170888887,200.2402548733333844666049117,-3.318169741720109868634721142E+39,2023-03-22 10:05:00-04:00,198.9134182911111281555349706,Other,0.6634182911111281555349705741,-3.318169741720109868634721271E+39,100.0000000000000000000000039,Loss,-5.001625348861972316254295775E+39
2023-03-22 10:55:00-04:00,196.59,Short,197.58658170888887,193.6002548733333844666049117,-2.130224190112283867799843940E+39,2023-03-22 11:00:00-04:00,195.5934182911111281555349706,Other,0.9965817088888718444650294,-2.130224190112283867799843884E+39,99.99999999999999999999999737,Win,-2.137530892963462701214288653E+39
2023-03-23 11:00:00-04:00,192.085,Long,191.36449844684424,194.2465046594672878654819215,-1.060030453505695787565127312E+42,2023-03-23 11:05:00-04:00,192.8055015531557626218273072,Other,0.7205015531557626218273071572,-1.060030453505695787565127375E+42,100.0000000000000000000000059,Loss,-1.471239650855452968345773951E+42
2023-03-28 10:20:00-04:00,187.155,Short,187.56059918970988,185.9382024308703716997115407,-3.481320154729481277890688798E+40,2023-03-28 10:25:00-04:00,186.7494008102901238999038469,Other,0.4055991897098761000961531,-3.481320154729481277890688837E+40,100.0000000000000000000000011,Win,-8.583153623210291126395721329E+40
2023-04-05 09:55:00-04:00,186.59,Long,186.2812368005562,187.5162895983313978831574786,-4.746923734881349047699513910E+42,2023-04-05 10:00:00-04:00,186.8987631994437992943858262,Other,0.3087631994437992943858262151,-4.746923734881349047699513678E+42,99.99999999999999999999999511,Loss,-1.537399451564297703032153982E+43
2023-04-06 15:45:00-04:00,184.875,Long,184.56453241535587,185.8064027539323888049693778,-8.603870846382252170622823344E+43,2023-04-06 15:50:00-04:00,185.1854675846441296016564592,Other,0.3104675846441296016564592719,-8.603870846382252170622821352E+43,99.99999999999999999999997685,Loss,-2.771262209626281608485433476E+44
2023-04-20 11:50:00-04:00,162.92,Long,162.3390678005289,164.6627965984132731591671472,-2.165205373927458273920851900E+45,2023-04-20 11:55:00-04:00,163.5009321994710910530557158,Other,0.5809321994710910530557157472,-2.165205373927458273920852097E+45,100.0000000000000000000000091,Loss,-3.727122331829371175468066302E+45
